Date,Open,High,Low,Close,Adj Close,Volume
2024-03-26,5228.85009765625,5235.16015625,5203.419921875,5203.580078125,5203.580078125,3871790000
2024-03-27,5226.31005859375,5249.259765625,5213.919921875,5248.490234375,5248.490234375,3850500000
2024-03-28,5248.02978515625,5264.85009765625,5245.81982421875,5254.35009765625,5254.35009765625,3998270000
2024-04-01,5257.97021484375,5263.9501953125,5229.2001953125,5243.77001953125,5243.77001953125,3325930000
2024-04-02,5204.2900390625,5208.33984375,5184.0498046875,5205.81005859375,5205.81005859375,3886590000
2024-04-03,5194.3701171875,5228.75,5194.3701171875,5211.490234375,5211.490234375,3703250000
2024-04-04,5244.0498046875,5256.58984375,5146.06005859375,5147.2099609375,5147.2099609375,4075680000
2024-04-05,5158.9501953125,5222.18017578125,5157.2099609375,5204.33984375,5204.33984375,3386780000
2024-04-08,5211.3701171875,5219.56982421875,5197.35009765625,5202.39013671875,5202.39013671875,3278180000
2024-04-09,5217.02978515625,5224.81005859375,5160.77978515625,5209.91015625,5209.91015625,3400680000
2024-04-10,5167.8798828125,5178.43017578125,5138.7001953125,5160.64013671875,5160.64013671875,3845930000
2024-04-11,5172.9501953125,5211.77978515625,5138.77001953125,5199.06005859375,5199.06005859375,3509380000
2024-04-12,5171.509765625,5175.02978515625,5107.93994140625,5123.41015625,5123.41015625,3963220000
2024-04-15,5149.669921875,5168.43017578125,5052.47021484375,5061.81982421875,5061.81982421875,3950210000
2024-04-16,5064.58984375,5079.83984375,5039.830078125,5051.41015625,5051.41015625,4006200000
2024-04-17,5068.97021484375,5077.9599609375,5007.25,5022.2099609375,5022.2099609375,3596130000
2024-04-18,5031.52001953125,5056.66015625,5001.89013671875,5011.1201171875,5011.1201171875,3619760000
2024-04-19,5005.43994140625,5019.02001953125,4953.56005859375,4967.22998046875,4967.22998046875,3878750000
2024-04-22,4987.330078125,5038.83984375,4969.39990234375,5010.60009765625,5010.60009765625,3820250000
2024-04-23,5028.85009765625,5076.1201171875,5027.9599609375,5070.5498046875,5070.5498046875,3751400000
2024-04-24,5084.85986328125,5089.47998046875,5047.02001953125,5071.6298828125,5071.6298828125,3656740000
2024-04-25,5019.8798828125,5057.75,4990.580078125,5048.419921875,5048.419921875,3958050000
2024-04-26,5084.64990234375,5114.6201171875,5073.14013671875,5099.9599609375,5099.9599609375,3604140000
2024-04-29,5114.1298828125,5123.490234375,5088.64990234375,5116.169921875,5116.169921875,3447450000
2024-04-30,5103.77978515625,5110.830078125,5035.31005859375,5035.68994140625,5035.68994140625,4082470000
2024-05-01,5029.02978515625,5096.1201171875,5013.4501953125,5018.39013671875,5018.39013671875,4544170000
2024-05-02,5049.31982421875,5073.2099609375,5011.0498046875,5064.2001953125,5064.2001953125,4381660000
2024-05-03,5122.77978515625,5139.1201171875,5101.22021484375,5127.7900390625,5127.7900390625,3924990000
2024-05-06,5142.419921875,5181.0,5142.419921875,5180.740234375,5180.740234375,3683250000
2024-05-07,5187.2001953125,5200.22998046875,5178.9599609375,5187.7001953125,5187.7001953125,3987890000
2024-05-08,5168.97998046875,5191.9501953125,5165.85986328125,5187.669921875,5187.669921875,3842100000
2024-05-09,5189.02978515625,5215.2998046875,5180.41015625,5214.080078125,5214.080078125,3727370000
2024-05-10,5225.490234375,5239.66015625,5209.68017578125,5222.68017578125,5222.68017578125,3617900000
2024-05-13,5233.080078125,5237.259765625,5211.16015625,5221.419921875,5221.419921875,4255710000
2024-05-14,5221.10009765625,5250.3701171875,5217.97998046875,5246.68017578125,5246.68017578125,4763580000
2024-05-15,5263.259765625,5311.759765625,5263.259765625,5308.14990234375,5308.14990234375,4360810000
2024-05-16,5310.06982421875,5325.490234375,5296.18994140625,5297.10009765625,5297.10009765625,3817470000
2024-05-17,5303.10009765625,5305.4501953125,5283.58984375,5303.27001953125,5303.27001953125,3578120000
2024-05-20,5305.35009765625,5325.31982421875,5302.39990234375,5308.1298828125,5308.1298828125,3420100000
2024-05-21,5298.68994140625,5324.31982421875,5297.8701171875,5321.41015625,5321.41015625,3662240000
2024-05-22,5319.27978515625,5323.18017578125,5286.009765625,5307.009765625,5307.009765625,3847130000
2024-05-23,5340.259765625,5341.8798828125,5256.93017578125,5267.83984375,5267.83984375,3869520000
2024-05-24,5281.4501953125,5311.64990234375,5278.39013671875,5304.72021484375,5304.72021484375,3005510000
2024-05-28,5315.91015625,5315.91015625,5280.89013671875,5306.0400390625,5306.0400390625,3751540000
2024-05-29,5278.72998046875,5282.27001953125,5262.7001953125,5266.9501953125,5266.9501953125,3552750000
2024-05-30,5259.77001953125,5260.2099609375,5222.10009765625,5235.47998046875,5235.47998046875,3818750000
2024-05-31,5243.2099609375,5280.330078125,5191.68017578125,5277.509765625,5277.509765625,5437160000
2024-06-03,5297.14990234375,5302.10986328125,5234.31982421875,5283.39990234375,5283.39990234375,4046920000
2024-06-04,5278.240234375,5298.7998046875,5257.6298828125,5291.33984375,5291.33984375,3707900000
2024-06-05,5314.47998046875,5354.16015625,5297.64013671875,5354.02978515625,5354.02978515625,3591460000
2024-06-06,5357.7998046875,5362.35009765625,5335.35986328125,5352.9599609375,5352.9599609375,3609990000
2024-06-07,5343.81005859375,5375.080078125,5331.330078125,5346.990234375,5346.990234375,3692760000
2024-06-10,5341.22021484375,5365.7900390625,5331.52001953125,5360.7900390625,5360.7900390625,3622280000
2024-06-11,5353.0,5375.9501953125,5327.25,5375.31982421875,5375.31982421875,3568030000
2024-06-12,5409.1298828125,5447.25,5409.1298828125,5421.02978515625,5421.02978515625,3962840000
2024-06-13,5441.93017578125,5441.93017578125,5402.509765625,5433.740234375,5433.740234375,3530380000
2024-06-14,5424.080078125,5432.39013671875,5403.75,5431.60009765625,5431.60009765625,3438650000
2024-06-17,5431.10986328125,5488.5,5420.39990234375,5473.22998046875,5473.22998046875,3447840000
2024-06-18,5476.14990234375,5490.3798828125,5471.31982421875,5487.02978515625,5487.02978515625,3544330000
2024-06-20,5499.990234375,5505.52978515625,5455.56005859375,5473.169921875,5473.169921875,3847060000
2024-06-21,5466.77001953125,5478.31005859375,5452.02978515625,5464.6201171875,5464.6201171875,6773800000
2024-06-24,5459.580078125,5490.66015625,5447.58984375,5447.8701171875,5447.8701171875,3696750000
2024-06-25,5460.72998046875,5472.8798828125,5446.56005859375,5469.2998046875,5469.2998046875,3591960000
2024-06-26,5460.7099609375,5483.14013671875,5451.8701171875,5477.89990234375,5477.89990234375,3563920000
2024-06-27,5473.58984375,5490.81005859375,5467.5400390625,5482.8701171875,5482.8701171875,3589530000
2024-06-28,5488.47998046875,5523.64013671875,5451.1201171875,5460.47998046875,5460.47998046875,7199220000
